GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),Engine Coolant Temperature(°F)
Thu Jul 20 17:23:01 GMT+02:00 2023,20-lip-2023 17:23:01.836,22.5460024,51.21819405,13.499999642372131,3.7974023818969727,218.63153076171875,158.6999969482422,0.01,0.99,-0.15,150.79999685
Thu Jul 20 17:23:02 GMT+02:00 2023,20-lip-2023 17:23:02.836,22.54601774,51.21816962,8.891999867439267,3.7974648475646973,218.6856689453125,159.0,0.0,0.99,-0.18,150.79999685
Thu Jul 20 17:23:03 GMT+02:00 2023,20-lip-2023 17:23:03.835,22.54602624,51.21815558,4.427999951362608,3.7926437854766846,218.7191162109375,159.10000610351562,-0.01,0.98,-0.23,150.79999685
Thu Jul 20 17:23:04 GMT+02:00 2023,20-lip-2023 17:23:04.837,22.54603127,51.21814765,2.5920000343322727,3.7946367263793945,218.7783203125,159.1999969482422,-0.02,0.98,-0.26,150.79999685
Thu Jul 20 17:23:05 GMT+02:00 2023,20-lip-2023 17:23:05.836,22.54603413,51.21814331,1.47599994802475,3.797346353530884,218.80010986328125,159.3000030517578,-0.02,0.98,-0.26,150.79999685
Thu Jul 20 17:23:06 GMT+02:00 2023,20-lip-2023 17:23:06.838,22.54603547,51.21814103,0.7559999563694006,3.797259569168091,218.865966796875,159.3000030517578,-0.03,0.97,-0.28,150.79999685
Thu Jul 20 17:23:07 GMT+02:00 2023,20-lip-2023 17:23:07.838,22.54603531,51.21814125,0.0,3.796152114868164,218.86395263671875,0.0,-0.03,0.97,-0.28,150.79999685
Thu Jul 20 17:23:08 GMT+02:00 2023,20-lip-2023 17:23:08.839,22.54603531,51.21814125,0.0,3.804363250732422,218.86395263671875,0.0,-0.03,0.97,-0.28,150.79999685
Thu Jul 20 17:23:09 GMT+02:00 2023,20-lip-2023 17:23:09.839,22.54603531,51.21814125,0.0,3.8044121265411377,218.86395263671875,0.0,-0.03,0.97,-0.28,150.79999685
Thu Jul 20 17:23:10 GMT+02:00 2023,20-lip-2023 17:23:10.840,22.54603531,51.21814125,0.0,3.8044121265411377,218.86395263671875,0.0,-0.03,0.98,-0.28,150.79999685
Thu Jul 20 17:23:11 GMT+02:00 2023,20-lip-2023 17:23:11.841,22.54603531,51.21814125,0.0,3.8044121265411377,218.86395263671875,0.0,-0.03,0.97,-0.28,150.79999685
Thu Jul 20 17:23:12 GMT+02:00 2023,20-lip-2023 17:23:12.842,22.54603531,51.21814125,0.0,3.800062894821167,218.86395263671875,0.0,-0.04,0.97,-0.32,150.79999685
Thu Jul 20 17:23:13 GMT+02:00 2023,20-lip-2023 17:23:13.842,22.54603685,51.21813918,1.3319999818801875,3.7926735877990723,218.875,159.39999389648438,-0.05,0.96,-0.34,150.79999685
Thu Jul 20 17:23:14 GMT+02:00 2023,20-lip-2023 17:23:14.843,22.5460403,51.21813357,3.3119999723434432,3.7946677207946777,218.90911865234375,159.5,-0.04,0.97,-0.32,150.79999685
Thu Jul 20 17:23:15 GMT+02:00 2023,20-lip-2023 17:23:15.843,22.54604546,51.21812455,4.4999998807907104,3.7947049140930176,218.95672607421875,159.60000610351562,-0.08,0.95,-0.41,150.79999685
Thu Jul 20 17:23:16 GMT+02:00 2023,20-lip-2023 17:23:16.844,22.54605459,51.21810914,7.991999891281125,3.797189235687256,219.07269287109375,159.8000030517578,-0.07,0.95,-0.41,150.79999685
Thu Jul 20 17:23:17 GMT+02:00 2023,20-lip-2023 17:23:17.844,22.54606826,51.21808388,12.455999807357784,3.797201633453369,219.16455078125,161.10000610351562,-0.05,0.96,-0.39,150.79999685
Thu Jul 20 17:23:18 GMT+02:00 2023,20-lip-2023 17:23:18.844,22.54608624,51.2180481,16.52400011157988,3.7971913814544678,219.2794189453125,162.60000610351562,-0.05,0.96,-0.33,150.79999685
Thu Jul 20 17:23:19 GMT+02:00 2023,20-lip-2023 17:23:19.844,22.54610742,51.21800394,19.799999475479126,3.792541027069092,219.32391357421875,163.89999389648438,-0.04,0.97,-0.32,150.79999685
Thu Jul 20 17:23:20 GMT+02:00 2023,20-lip-2023 17:23:20.845,22.54612947,51.21795449,21.923999968528733,3.794499158859253,219.36505126953125,165.3000030517578,-0.04,0.95,-0.36,152.59999681
Thu Jul 20 17:23:21 GMT+02:00 2023,20-lip-2023 17:23:21.844,22.54615321,51.21789473,25.163998509407065,3.7970240116119385,219.3873291015625,166.8000030517578,-0.05,0.94,-0.33,152.59999681
Thu Jul 20 17:23:22 GMT+02:00 2023,20-lip-2023 17:23:22.844,22.54617673,51.21782969,27.7559994020462,3.7971198558807373,219.401611328125,167.89999389648438,-0.02,0.98,-0.26,152.59999681
Thu Jul 20 17:23:23 GMT+02:00 2023,20-lip-2023 17:23:23.845,22.54619996,51.2177627,27.7559994020462,3.7973334789276123,219.4725341796875,168.60000610351562,0.0,0.99,-0.33,152.59999681
Thu Jul 20 17:23:24 GMT+02:00 2023,20-lip-2023 17:23:24.846,22.54622254,51.21769358,28.799999237060547,3.7974822521209717,219.5401611328125,168.89999389648438,-0.03,0.97,-0.32,152.59999681
Thu Jul 20 17:23:25 GMT+02:00 2023,20-lip-2023 17:23:25.847,22.5462459,51.21761962,30.527997543335005,3.7970802783966064,219.53387451171875,169.3000030517578,-0.02,0.99,-0.29,152.59999681
Thu Jul 20 17:23:26 GMT+02:00 2023,20-lip-2023 17:23:26.849,22.54626832,51.21754521,32.004000388145414,3.794771671295166,219.50836181640625,169.6999969482422,-0.05,0.93,-0.31,152.59999681
Thu Jul 20 17:23:27 GMT+02:00 2023,20-lip-2023 17:23:27.849,22.54629186,51.21746346,34.163998270988486,3.7947638034820557,219.41925048828125,170.39999389648438,-0.01,0.98,-0.27,152.59999681
Thu Jul 20 17:23:28 GMT+02:00 2023,20-lip-2023 17:23:28.849,22.54631525,51.21737761,35.35199796485904,3.794694423675537,219.3555908203125,170.6999969482422,-0.02,0.96,-0.26,152.59999681
Thu Jul 20 17:23:29 GMT+02:00 2023,20-lip-2023 17:23:29.849,22.54633857,51.21728797,35.243998929023746,3.7976746559143066,219.2432861328125,170.60000610351562,0.0,0.99,-0.24,152.59999681
Thu Jul 20 17:23:30 GMT+02:00 2023,20-lip-2023 17:23:30.849,22.5463626,51.2172013,35.243998929023746,3.7976338863372803,219.06280517578125,170.60000610351562,-0.03,0.96,-0.23,152.59999681
Thu Jul 20 17:23:31 GMT+02:00 2023,20-lip-2023 17:23:31.849,22.54638505,51.21711755,35.27999975204466,3.795025110244751,218.86376953125,170.6999969482422,-0.04,0.98,-0.23,152.59999681
Thu Jul 20 17:23:32 GMT+02:00 2023,20-lip-2023 17:23:32.849,22.54640917,51.21702799,35.46000043392178,3.7974140644073486,218.64013671875,170.5,-0.06,0.98,-0.23,152.59999681
Thu Jul 20 17:23:33 GMT+02:00 2023,20-lip-2023 17:23:33.849,22.54643405,51.21694097,35.711999328613274,3.7973995208740234,218.4014892578125,169.6999969482422,-0.01,1.0,-0.2,152.59999681
Thu Jul 20 17:23:34 GMT+02:00 2023,20-lip-2023 17:23:34.850,22.54645989,51.21685589,34.37999977588652,3.7975401878356934,218.1512451171875,169.3000030517578,0.0,1.0,-0.18,152.59999681
Thu Jul 20 17:23:35 GMT+02:00 2023,20-lip-2023 17:23:35.850,22.54648392,51.21677351,32.975998577117934,3.7975430488586426,217.9058837890625,169.6999969482422,0.01,1.0,-0.15,152.59999681
Thu Jul 20 17:23:36 GMT+02:00 2023,20-lip-2023 17:23:36.851,22.5465049,51.21669805,30.131998789787303,3.7948200702667236,217.67950439453125,170.3000030517578,-0.02,1.0,-0.17,152.59999681
Thu Jul 20 17:23:37 GMT+02:00 2023,20-lip-2023 17:23:37.850,22.54652507,51.2166236,28.58399944877624,3.7973196506500244,217.43408203125,170.60000610351562,0.0,0.98,-0.15,154.39999676
Thu Jul 20 17:23:38 GMT+02:00 2023,20-lip-2023 17:23:38.851,22.54654248,51.21655956,25.8479986972809,3.794919967651367,217.28857421875,170.60000610351562,0.0,1.0,-0.2,154.39999676
Thu Jul 20 17:23:39 GMT+02:00 2023,20-lip-2023 17:23:39.850,22.54655893,51.21649958,23.83199895668031,3.794909954071045,217.125244140625,170.5,0.01,0.99,-0.18,154.39999676
Thu Jul 20 17:23:40 GMT+02:00 2023,20-lip-2023 17:23:40.851,22.54657514,51.21644288,21.743999286651615,3.79718017578125,217.0030517578125,170.5,-0.02,1.0,-0.17,154.39999676
Thu Jul 20 17:23:41 GMT+02:00 2023,20-lip-2023 17:23:41.852,22.54658931,51.21639248,19.87199940490723,3.797415018081665,216.857421875,170.8000030517578,-0.01,1.01,-0.16,154.39999676
Thu Jul 20 17:23:42 GMT+02:00 2023,20-lip-2023 17:23:42.853,22.54660123,51.21634752,17.496000017166125,3.7975473403930664,216.7879638671875,170.8000030517578,-0.02,1.0,-0.17,154.39999676
Thu Jul 20 17:23:43 GMT+02:00 2023,20-lip-2023 17:23:43.853,22.54661199,51.21630818,15.659999241828928,3.7946887016296387,216.67138671875,170.60000610351562,-0.03,1.01,-0.17,154.39999676
Thu Jul 20 17:23:44 GMT+02:00 2023,20-lip-2023 17:23:44.852,22.54662228,51.21627292,13.571999571800234,3.7945799827575684,216.5439453125,170.60000610351562,-0.05,0.98,-0.23,154.39999676
Thu Jul 20 17:23:45 GMT+02:00 2023,20-lip-2023 17:23:45.853,22.5466326,51.21623735,14.039999971389761,3.792583703994751,216.439208984375,170.1999969482422,-0.06,0.98,-0.25,154.39999676
Thu Jul 20 17:23:46 GMT+02:00 2023,20-lip-2023 17:23:46.852,22.54664379,51.21620202,14.868000018119801,3.797274112701416,216.37274169921875,169.5,-0.06,0.99,-0.26,154.39999676
Thu Jul 20 17:23:47 GMT+02:00 2023,20-lip-2023 17:23:47.853,22.5466567,51.2161646,16.199999570846558,3.794693946838379,216.27484130859375,168.1999969482422,-0.07,0.98,-0.31,154.39999676
Thu Jul 20 17:23:48 GMT+02:00 2023,20-lip-2023 17:23:48.853,22.54667411,51.21612014,18.82799956989288,3.7974133491516113,216.16815185546875,166.5,-0.12,0.96,-0.35,154.39999676
Thu Jul 20 17:23:49 GMT+02:00 2023,20-lip-2023 17:23:49.853,22.54669702,51.21607038,23.147998768806474,3.7927708625793457,216.0013427734375,164.1999969482422,-0.14,0.97,-0.38,154.39999676
Thu Jul 20 17:23:50 GMT+02:00 2023,20-lip-2023 17:23:50.852,22.54672958,51.21600865,28.83600006008146,3.7949249744415283,215.843017578125,161.60000610351562,-0.1,0.97,-0.22,154.39999676
Thu Jul 20 17:23:51 GMT+02:00 2023,20-lip-2023 17:23:51.853,22.54677531,51.21593711,31.5720008115768,3.7953097820281982,215.6173095703125,157.60000610351562,-0.11,0.99,-0.23,154.39999676
Thu Jul 20 17:23:52 GMT+02:00 2023,20-lip-2023 17:23:52.853,22.54683257,51.21586386,32.93999775409702,3.7951266765594482,215.45849609375,152.6999969482422,-0.12,0.97,-0.27,154.39999676
Thu Jul 20 17:23:53 GMT+02:00 2023,20-lip-2023 17:23:53.853,22.54690331,51.21578809,34.848000175476045,3.797844171524048,215.23760986328125,148.8000030517578,-0.1,0.96,-0.28,154.39999676
Thu Jul 20 17:23:54 GMT+02:00 2023,20-lip-2023 17:23:54.854,22.54698251,51.21571316,36.71999834060671,3.799103260040283,215.00775146484375,145.89999389648438,-0.01,0.96,-0.28,154.39999676
Thu Jul 20 17:23:55 GMT+02:00 2023,20-lip-2023 17:23:55.855,22.54706439,51.21563768,38.339997611045874,3.795698642730713,214.75262451171875,145.0,-0.06,0.97,-0.26,154.39999676
Thu Jul 20 17:23:56 GMT+02:00 2023,20-lip-2023 17:23:56.855,22.54715516,51.21555587,39.060000338554346,3.7982897758483887,214.494873046875,145.1999969482422,-0.06,0.98,-0.22,154.39999676
Thu Jul 20 17:23:57 GMT+02:00 2023,20-lip-2023 17:23:57.856,22.54724385,51.21547565,39.27599841022493,3.7990574836730957,214.15673828125,145.10000610351562,-0.01,0.99,-0.23,154.39999676
Thu Jul 20 17:23:58 GMT+02:00 2023,20-lip-2023 17:23:58.856,22.54733072,51.21539594,39.239997587204016,3.7964887619018555,213.893310546875,145.5,-0.04,0.98,-0.23,154.39999676
Thu Jul 20 17:23:59 GMT+02:00 2023,20-lip-2023 17:23:59.856,22.54741631,51.21531438,39.20400019741055,3.7968831062316895,213.6790771484375,146.89999389648438,-0.03,0.99,-0.23,154.39999676
Thu Jul 20 17:24:00 GMT+02:00 2023,20-lip-2023 17:24:00.855,22.54750109,51.21523244,39.131998551368724,3.797638177871704,213.48370361328125,146.60000610351562,-0.04,0.97,-0.22,154.39999676
Thu Jul 20 17:24:01 GMT+02:00 2023,20-lip-2023 17:24:01.856,22.54758886,51.21514898,38.772000620841936,3.8038899898529053,213.2626953125,146.3000030517578,-0.04,1.0,-0.23,154.39999676
Thu Jul 20 17:24:02 GMT+02:00 2023,20-lip-2023 17:24:02.857,22.54767073,51.21507121,38.62799732875828,3.7997450828552246,213.14202880859375,146.5,-0.03,0.97,-0.25,154.39999676
Thu Jul 20 17:24:03 GMT+02:00 2023,20-lip-2023 17:24:03.857,22.54775506,51.21499044,38.91600047969814,3.7986505031585693,212.9453125,146.6999969482422,-0.02,0.98,-0.23,154.39999676
Thu Jul 20 17:24:04 GMT+02:00 2023,20-lip-2023 17:24:04.857,22.54784176,51.21490638,38.843998833656315,3.8023486137390137,212.7982177734375,146.8000030517578,-0.01,0.98,-0.21,154.39999676
Thu Jul 20 17:24:05 GMT+02:00 2023,20-lip-2023 17:24:05.858,22.54792375,51.21482648,37.83599982166288,3.8004772663116455,212.70220947265625,147.10000610351562,-0.01,0.99,-0.23,154.39999676
Thu Jul 20 17:24:06 GMT+02:00 2023,20-lip-2023 17:24:06.859,22.54800328,51.21474818,37.22399956321715,3.8021578788757324,212.57965087890625,147.39999389648438,-0.02,0.98,-0.27,154.39999676
Thu Jul 20 17:24:07 GMT+02:00 2023,20-lip-2023 17:24:07.860,22.54808151,51.21466777,38.08799871635438,3.8008809089660645,212.43450927734375,148.6999969482422,0.0,0.99,-0.25,154.39999676
Thu Jul 20 17:24:08 GMT+02:00 2023,20-lip-2023 17:24:08.860,22.54815489,51.21458857,38.12399953937529,3.795722484588623,212.281494140625,150.10000610351562,0.0,0.98,-0.26,154.39999676
Thu Jul 20 17:24:09 GMT+02:00 2023,20-lip-2023 17:24:09.860,22.54823181,51.21450061,38.30400022125241,3.798731803894043,212.16241455078125,151.39999389648438,0.0,0.98,-0.28,154.39999676
Thu Jul 20 17:24:10 GMT+02:00 2023,20-lip-2023 17:24:10.862,22.54830016,51.21441726,39.16799937438964,3.795783519744873,212.01910400390625,153.0,0.0,0.98,-0.29,154.39999676
Thu Jul 20 17:24:11 GMT+02:00 2023,20-lip-2023 17:24:11.862,22.54836814,51.21432711,40.46399810409548,3.795151948928833,211.8345947265625,155.1999969482422,0.02,0.97,-0.29,154.39999676
Thu Jul 20 17:24:12 GMT+02:00 2023,20-lip-2023 17:24:12.864,22.54843319,51.2142301,41.399998903274536,3.7978858947753906,211.68768310546875,157.89999389648438,0.03,0.97,-0.3,154.39999676
Thu Jul 20 17:24:13 GMT+02:00 2023,20-lip-2023 17:24:13.865,22.54849007,51.21413216,42.19199984359739,3.797861337661743,211.60174560546875,160.60000610351562,0.05,0.97,-0.3,154.39999676
Thu Jul 20 17:24:14 GMT+02:00 2023,20-lip-2023 17:24:14.866,22.54853776,51.2140308,42.623999420166,3.7978391647338867,211.4886474609375,164.39999389648438,0.03,0.99,-0.31,154.39999676
Thu Jul 20 17:24:15 GMT+02:00 2023,20-lip-2023 17:24:15.867,22.54857355,51.21393087,42.623999420166,3.7954652309417725,211.6468505859375,168.5,0.06,0.97,-0.3,154.39999676
Thu Jul 20 17:24:16 GMT+02:00 2023,20-lip-2023 17:24:16.868,22.54859916,51.21382637,42.51600038433071,3.795161247253418,211.86962890625,172.5,0.04,0.98,-0.3,154.39999676
Thu Jul 20 17:24:17 GMT+02:00 2023,20-lip-2023 17:24:17.868,22.54861399,51.21371844,42.04799998474118,3.7973501682281494,212.189697265625,176.3000030517578,0.04,0.97,-0.3,154.39999676
Thu Jul 20 17:24:18 GMT+02:00 2023,20-lip-2023 17:24:18.868,22.54861705,51.21361408,41.76000026702877,3.797927141189575,212.522705078125,180.10000610351562,0.03,0.97,-0.35,156.19999671
Thu Jul 20 17:24:19 GMT+02:00 2023,20-lip-2023 17:24:19.868,22.54860864,51.21350956,42.33599970245359,3.797952175140381,212.84490966796875,183.89999389648438,0.02,0.97,-0.34,156.19999671
Thu Jul 20 17:24:20 GMT+02:00 2023,20-lip-2023 17:24:20.869,22.5485885,51.21340116,43.560000219345056,3.797832727432251,213.11932373046875,187.8000030517578,-0.02,0.93,-0.37,156.19999671
Thu Jul 20 17:24:21 GMT+02:00 2023,20-lip-2023 17:24:21.870,22.54856085,51.21329108,45.504000030517545,3.797840118408203,213.485595703125,189.60000610351562,-0.03,0.99,-0.36,156.19999671
Thu Jul 20 17:24:22 GMT+02:00 2023,20-lip-2023 17:24:22.872,22.54852863,51.21318077,47.267999159812916,3.7951548099517822,213.8846435546875,191.0,-0.05,0.98,-0.33,156.19999671
Thu Jul 20 17:24:23 GMT+02:00 2023,20-lip-2023 17:24:23.872,22.54849058,51.2130626,49.13999732494358,3.7953386306762695,214.29730224609375,191.8000030517578,-0.06,0.95,-0.33,156.19999671
Thu Jul 20 17:24:24 GMT+02:00 2023,20-lip-2023 17:24:24.872,22.54844967,51.21293992,50.975998100280776,3.7950706481933594,214.7374267578125,191.89999389648438,-0.06,0.95,-0.26,156.19999671
Thu Jul 20 17:24:25 GMT+02:00 2023,20-lip-2023 17:24:25.873,22.54840693,51.21281032,51.33599946403501,3.797853469848633,215.2088623046875,191.60000610351562,-0.12,0.98,-0.25,156.19999671
Thu Jul 20 17:24:26 GMT+02:00 2023,20-lip-2023 17:24:26.873,22.54837221,51.21268401,51.11999795913698,3.7981066703796387,215.733642578125,189.3000030517578,-0.19,0.98,-0.23,156.19999671
Thu Jul 20 17:24:27 GMT+02:00 2023,20-lip-2023 17:24:27.872,22.54835114,51.2125617,50.65199755954745,3.795322895050049,216.2239990234375,185.0,-0.14,0.96,-0.24,156.19999671
Thu Jul 20 17:24:28 GMT+02:00 2023,20-lip-2023 17:24:28.872,22.54834474,51.21243162,50.43599948787687,3.798003911972046,216.7686767578125,180.3000030517578,-0.1,0.97,-0.26,156.19999671
Thu Jul 20 17:24:29 GMT+02:00 2023,20-lip-2023 17:24:29.873,22.54835189,51.21230623,50.25599880599975,3.7981672286987305,217.281494140625,177.0,-0.05,0.98,-0.28,156.19999671
Thu Jul 20 17:24:30 GMT+02:00 2023,20-lip-2023 17:24:30.874,22.54836483,51.21218145,49.96799908828734,3.79837965965271,217.834228515625,175.89999389648438,-0.04,0.98,-0.29,156.19999671
Thu Jul 20 17:24:31 GMT+02:00 2023,20-lip-2023 17:24:31.875,22.54837899,51.21205862,49.895997442245516,3.797412872314453,218.39276123046875,175.6999969482422,-0.04,0.95,-0.3,156.19999671
Thu Jul 20 17:24:32 GMT+02:00 2023,20-lip-2023 17:24:32.874,22.54839396,51.21193569,49.57200033473964,3.797344923019409,218.95843505859375,175.6999969482422,-0.05,0.98,-0.3,156.19999671
Thu Jul 20 17:24:33 GMT+02:00 2023,20-lip-2023 17:24:33.875,22.54840924,51.21180915,49.3199980068207,3.799851179122925,219.6214599609375,175.60000610351562,-0.05,0.97,-0.3,156.19999671
Thu Jul 20 17:24:34 GMT+02:00 2023,20-lip-2023 17:24:34.876,22.54842378,51.21168999,49.64399854755402,3.7971389293670654,220.1693115234375,175.5,-0.06,0.96,-0.31,156.19999671
Thu Jul 20 17:24:35 GMT+02:00 2023,20-lip-2023 17:24:35.876,22.54843945,51.21156569,50.25599880599975,3.7968811988830566,220.67742919921875,175.3000030517578,-0.04,0.96,-0.28,156.19999671
Thu Jul 20 17:24:36 GMT+02:00 2023,20-lip-2023 17:24:36.876,22.54845615,51.21143664,50.43599948787687,3.7992148399353027,221.11602783203125,175.1999969482422,-0.04,0.96,-0.28,156.19999671
Thu Jul 20 17:24:37 GMT+02:00 2023,20-lip-2023 17:24:37.876,22.54847314,51.2113109,50.579999346733075,3.8017385005950928,221.5086669921875,175.3000030517578,-0.03,0.97,-0.29,156.19999671
Thu Jul 20 17:24:38 GMT+02:00 2023,20-lip-2023 17:24:38.877,22.54848913,51.21118496,50.83199824142457,3.7986552715301514,221.8548583984375,175.39999389648438,-0.05,0.98,-0.28,156.19999671
Thu Jul 20 17:24:39 GMT+02:00 2023,20-lip-2023 17:24:39.877,22.54850556,51.21106224,51.0479997463226,3.7963638305664062,222.2012939453125,175.10000610351562,-0.05,0.98,-0.28,156.19999671
Thu Jul 20 17:24:40 GMT+02:00 2023,20-lip-2023 17:24:40.877,22.5485234,51.21093497,51.263997817993186,3.7950801849365234,222.4669189453125,174.89999389648438,0.01,0.97,-0.3,156.19999671
Thu Jul 20 17:24:41 GMT+02:00 2023,20-lip-2023 17:24:41.877,22.54853883,51.21080235,51.839997253418005,3.798246383666992,222.65972900390625,176.3000030517578,-0.06,0.96,-0.28,156.19999671
Thu Jul 20 17:24:42 GMT+02:00 2023,20-lip-2023 17:24:42.877,22.54855528,51.21067449,52.343998476028446,3.7953367233276367,222.8529052734375,175.60000610351562,-0.03,0.96,-0.28,156.19999671
Thu Jul 20 17:24:43 GMT+02:00 2023,20-lip-2023 17:24:43.878,22.54857127,51.21054347,52.84799969863889,3.795748472213745,223.06402587890625,175.39999389648438,-0.05,0.94,-0.27,156.19999671
Thu Jul 20 17:24:44 GMT+02:00 2023,20-lip-2023 17:24:44.877,22.548588,51.21040782,53.1359994163513,3.797922372817993,223.1982421875,175.6999969482422,-0.03,1.0,-0.24,156.19999671
Thu Jul 20 17:24:45 GMT+02:00 2023,20-lip-2023 17:24:45.878,22.54860229,51.21027642,52.919997911453265,3.797398328781128,223.240234375,176.0,-0.05,0.97,-0.28,156.19999671
Thu Jul 20 17:24:46 GMT+02:00 2023,20-lip-2023 17:24:46.879,22.54861829,51.21014893,53.02799694728856,3.795038938522339,223.40386962890625,175.5,-0.05,0.98,-0.26,156.19999671
Thu Jul 20 17:24:47 GMT+02:00 2023,20-lip-2023 17:24:47.878,22.5486343,51.21001751,52.919997911453265,3.795179605484009,223.530517578125,175.60000610351562,-0.02,0.97,-0.24,157.99999666
Thu Jul 20 17:24:48 GMT+02:00 2023,20-lip-2023 17:24:48.878,22.54864927,51.20988652,52.66799901676177,3.7953176498413086,223.61505126953125,176.1999969482422,0.0,0.97,-0.29,157.99999666
Thu Jul 20 17:24:49 GMT+02:00 2023,20-lip-2023 17:24:49.879,22.54865929,51.20975143,52.41600012207027,3.798767328262329,223.77862548828125,177.60000610351562,0.03,0.95,-0.29,157.99999666
Thu Jul 20 17:24:50 GMT+02:00 2023,20-lip-2023 17:24:50.880,22.54865821,51.20962079,52.343998476028446,3.7991783618927,223.85400390625,181.39999389648438,0.05,1.0,-0.28,157.99999666
Thu Jul 20 17:24:51 GMT+02:00 2023,20-lip-2023 17:24:51.879,22.54864173,51.20949558,51.947999722480745,3.796009063720703,223.9422607421875,186.39999389648438,0.07,1.01,-0.3,157.99999666
Thu Jul 20 17:24:52 GMT+02:00 2023,20-lip-2023 17:24:52.881,22.5486074,51.20936457,51.47999932289122,3.798043966293335,224.056396484375,190.8000030517578,0.03,0.96,-0.31,157.99999666
Thu Jul 20 17:24:53 GMT+02:00 2023,20-lip-2023 17:24:53.881,22.54856218,51.20924041,51.73199821758271,3.794983386993408,224.2318115234375,194.0,0.0,0.99,-0.25,157.99999666
Thu Jul 20 17:24:54 GMT+02:00 2023,20-lip-2023 17:24:54.881,22.54850867,51.20911723,51.08399713611607,3.794955015182495,224.28826904296875,196.0,0.0,0.95,-0.32,157.99999666
Thu Jul 20 17:24:55 GMT+02:00 2023,20-lip-2023 17:24:55.881,22.54845087,51.20899327,51.839997253418005,3.795083522796631,224.63555908203125,196.6999969482422,-0.01,0.95,-0.28,157.99999666
Thu Jul 20 17:24:56 GMT+02:00 2023,20-lip-2023 17:24:56.882,22.54839107,51.20887072,51.51600014591213,3.7953357696533203,224.775390625,197.39999389648438,-0.04,0.95,-0.28,157.99999666
Thu Jul 20 17:24:57 GMT+02:00 2023,20-lip-2023 17:24:57.883,22.54832587,51.20874289,52.235999440193154,3.798431396484375,224.921142578125,197.8000030517578,-0.05,0.93,-0.3,157.99999666
Thu Jul 20 17:24:58 GMT+02:00 2023,20-lip-2023 17:24:58.882,22.54826429,51.20862218,52.70399983978268,3.7962827682495117,225.130126953125,197.6999969482422,-0.05,1.01,-0.3,157.99999666
Thu Jul 20 17:24:59 GMT+02:00 2023,20-lip-2023 17:24:59.882,22.54820038,51.20849632,53.06399777030947,3.796549081802368,225.274658203125,197.5,-0.12,1.01,-0.26,157.99999666
Thu Jul 20 17:25:00 GMT+02:00 2023,20-lip-2023 17:25:00.882,22.54813901,51.20836484,53.1359994163513,3.799689292907715,225.4884033203125,195.6999969482422,-0.08,1.0,-0.2,157.99999666
Thu Jul 20 17:25:01 GMT+02:00 2023,20-lip-2023 17:25:01.886,22.54809161,51.20823655,52.27200026321407,3.7983689308166504,225.63800048828125,192.10000610351562,-0.11,0.99,-0.2,157.99999666
Thu Jul 20 17:25:02 GMT+02:00 2023,20-lip-2023 17:25:02.886,22.54805911,51.20810821,51.6959973945618,3.7995359897613525,225.7442626953125,188.10000610351562,-0.1,1.0,-0.2,157.99999666
Thu Jul 20 17:25:03 GMT+02:00 2023,20-lip-2023 17:25:03.886,22.54804124,51.20798477,51.263997817993186,3.7963881492614746,225.76031494140625,183.60000610351562,-0.13,0.97,-0.22,157.99999666
Thu Jul 20 17:25:04 GMT+02:00 2023,20-lip-2023 17:25:04.889,22.5480386,51.20785521,51.01199892330169,3.796647310256958,225.84735107421875,179.0,-0.14,0.99,-0.21,157.99999666
Thu Jul 20 17:25:05 GMT+02:00 2023,20-lip-2023 17:25:05.886,22.54805379,51.20772874,50.9039998874664,3.7959601879119873,225.90753173828125,174.0,-0.11,0.98,-0.21,157.99999666
Thu Jul 20 17:25:06 GMT+02:00 2023,20-lip-2023 17:25:06.887,22.54808554,51.2076039,50.72399920558928,3.796005964279175,225.93096923828125,169.10000610351562,-0.11,0.98,-0.24,157.99999666
Thu Jul 20 17:25:07 GMT+02:00 2023,20-lip-2023 17:25:07.888,22.54813307,51.20748184,50.54399852371216,3.7958340644836426,226.0465087890625,164.89999389648438,-0.13,0.96,-0.22,157.99999666
Thu Jul 20 17:25:08 GMT+02:00 2023,20-lip-2023 17:25:08.889,22.54819616,51.20735739,50.83199824142457,3.7980003356933594,226.0338134765625,160.8000030517578,-0.1,0.95,-0.24,157.99999666
Thu Jul 20 17:25:09 GMT+02:00 2023,20-lip-2023 17:25:09.888,22.5482711,51.20723988,50.975998100280776,3.798304319381714,226.10565185546875,156.8000030517578,-0.11,1.0,-0.21,157.99999666
Thu Jul 20 17:25:10 GMT+02:00 2023,20-lip-2023 17:25:10.889,22.54835992,51.20712574,51.08399713611607,3.7995505332946777,226.069091796875,152.5,-0.12,0.97,-0.2,157.99999666
Thu Jul 20 17:25:11 GMT+02:00 2023,20-lip-2023 17:25:11.889,22.54845877,51.20701911,51.01199892330169,3.795670747756958,226.14898681640625,148.0,-0.11,0.96,-0.2,157.99999666
Thu Jul 20 17:25:12 GMT+02:00 2023,20-lip-2023 17:25:12.889,22.54857247,51.20691656,49.75199758338931,3.7960963249206543,226.21728515625,143.5,-0.1,0.99,-0.18,157.99999666
