 Device Time,GPS Speed(km/h),Engine Coolant Temperature(°F)
20-lip-2023 17:20:10.769,14.00400000667571,138.19999719
20-lip-2023 17:20:11.771,18.539999852180472,138.19999719
20-lip-2023 17:20:12.772,23.615999168396,138.19999719
20-lip-2023 17:20:13.772,28.00800001335142,138.19999719
20-lip-2023 17:20:14.771,32.07599860095979,138.19999719
20-lip-2023 17:20:15.772,33.73199869441987,138.19999719
20-lip-2023 17:20:16.773,33.87599855327608,138.19999719
20-lip-2023 17:20:17.772,33.767999517440785,138.19999719
20-lip-2023 17:20:18.773,34.23599991703031,138.19999719
20-lip-2023 17:20:19.773,34.81199935245513,138.19999719
20-lip-2023 17:20:20.772,34.1999990940094,138.19999719
20-lip-2023 17:20:21.773,30.88799890708924,138.19999719
20-lip-2023 17:20:22.773,21.995999897956835,138.19999719
20-lip-2023 17:20:23.774,12.09599930191041,138.19999719
20-lip-2023 17:20:24.773,4.175999769210819,138.19999719
20-lip-2023 17:20:25.773,1.6199999141693127,138.19999719
20-lip-2023 17:20:26.774,0.0,138.19999719
20-lip-2023 17:20:27.773,0.0,138.19999719
20-lip-2023 17:20:28.774,0.0,138.19999719
20-lip-2023 17:20:29.775,0.0,138.19999719
20-lip-2023 17:20:30.775,0.0,139.99999714
20-lip-2023 17:20:31.776,0.0,139.99999714
20-lip-2023 17:20:32.777,0.0,139.99999714
20-lip-2023 17:20:33.777,0.0,139.99999714
20-lip-2023 17:20:34.777,0.0,139.99999714
20-lip-2023 17:20:35.777,0.0,139.99999714
20-lip-2023 17:20:36.778,0.0,139.99999714
20-lip-2023 17:20:37.778,0.0,139.99999714
20-lip-2023 17:20:38.778,0.0,139.99999714
20-lip-2023 17:20:39.779,0.0,139.99999714
20-lip-2023 17:20:40.778,0.0,139.99999714
20-lip-2023 17:20:41.779,0.0,141.79999709
20-lip-2023 17:20:42.779,0.0,141.79999709
20-lip-2023 17:20:43.778,0.0,141.79999709
20-lip-2023 17:20:44.779,0.0,141.79999709
20-lip-2023 17:20:45.780,0.0,141.79999709
20-lip-2023 17:20:46.780,0.0,141.79999709
20-lip-2023 17:20:47.780,0.0,141.79999709
20-lip-2023 17:20:48.781,0.0,141.79999709
20-lip-2023 17:20:49.781,0.0,141.79999709
20-lip-2023 17:20:50.780,0.0,141.79999709
20-lip-2023 17:20:51.781,0.0,141.79999709
20-lip-2023 17:20:52.781,0.0,141.79999709
20-lip-2023 17:20:53.782,0.0,141.79999709
20-lip-2023 17:20:54.782,0.0,141.79999709
20-lip-2023 17:20:55.782,0.0,141.79999709
20-lip-2023 17:20:56.782,0.0,141.79999709
20-lip-2023 17:20:57.782,0.0,141.79999709
20-lip-2023 17:20:58.785,0.0,141.79999709
20-lip-2023 17:20:59.785,0.0,141.79999709
20-lip-2023 17:21:00.785,0.0,141.79999709
20-lip-2023 17:21:01.786,0.0,141.79999709
20-lip-2023 17:21:02.786,0.0,143.59999704
20-lip-2023 17:21:03.786,0.0,143.59999704
20-lip-2023 17:21:04.786,0.0,143.59999704
20-lip-2023 17:21:05.788,0.0,143.59999704
20-lip-2023 17:21:06.789,0.0,143.59999704
20-lip-2023 17:21:07.788,0.0,143.59999704
20-lip-2023 17:21:08.787,0.0,143.59999704
20-lip-2023 17:21:09.788,0.0,143.59999704
20-lip-2023 17:21:10.789,0.0,143.59999704
20-lip-2023 17:21:11.789,0.0,143.59999704
20-lip-2023 17:21:12.791,0.0,143.59999704
20-lip-2023 17:21:13.791,0.0,143.59999704
20-lip-2023 17:21:14.791,0.0,143.59999704
20-lip-2023 17:21:15.791,0.0,143.59999704
20-lip-2023 17:21:16.792,0.0,143.59999704
20-lip-2023 17:21:17.793,0.0,143.59999704
20-lip-2023 17:21:18.793,0.0,143.59999704
20-lip-2023 17:21:19.795,0.0,143.59999704
20-lip-2023 17:21:20.795,0.0,143.59999704
20-lip-2023 17:21:21.795,3.7799997282028244,143.59999704
20-lip-2023 17:21:22.796,11.015999502182012,143.59999704
20-lip-2023 17:21:23.795,12.851999419212348,143.59999704
20-lip-2023 17:21:24.796,15.408000347137431,143.59999704
20-lip-2023 17:21:25.796,15.263998771667502,145.399997
20-lip-2023 17:21:26.796,15.44399945354462,145.399997
20-lip-2023 17:21:27.795,16.127999641418455,145.399997
20-lip-2023 17:21:28.796,16.163998747825644,145.399997
20-lip-2023 17:21:29.796,15.803999100685132,145.399997
20-lip-2023 17:21:30.796,15.119998912811297,145.399997
20-lip-2023 17:21:31.797,13.823999324798592,145.399997
20-lip-2023 17:21:32.799,12.131999266624462,145.399997
20-lip-2023 17:21:33.799,9.899999737739563,145.399997
20-lip-2023 17:21:34.800,6.299999833106995,145.399997
20-lip-2023 17:21:35.801,3.455999831199648,147.19999695
20-lip-2023 17:21:36.801,1.2599999451637274,147.19999695
20-lip-2023 17:21:37.803,0.0,147.19999695
20-lip-2023 17:21:38.802,0.0,147.19999695
20-lip-2023 17:21:39.803,0.0,147.19999695
20-lip-2023 17:21:40.802,0.0,147.19999695
20-lip-2023 17:21:41.803,0.0,147.19999695
20-lip-2023 17:21:42.802,0.0,147.19999695
20-lip-2023 17:21:43.803,0.0,147.19999695
20-lip-2023 17:21:44.804,0.0,147.19999695
20-lip-2023 17:21:45.804,0.0,147.19999695
20-lip-2023 17:21:46.805,0.0,147.19999695
20-lip-2023 17:21:47.805,0.0,147.19999695
20-lip-2023 17:21:48.806,0.0,147.19999695
20-lip-2023 17:21:49.806,0.0,147.19999695
20-lip-2023 17:21:50.807,0.0,147.19999695
20-lip-2023 17:21:51.808,0.0,147.19999695
20-lip-2023 17:21:52.808,0.0,147.19999695
20-lip-2023 17:21:53.808,0.0,147.19999695
20-lip-2023 17:21:54.808,1.727999915599824,147.19999695
20-lip-2023 17:21:55.808,5.795999897956847,147.19999695
20-lip-2023 17:21:56.808,12.63599963092804,147.19999695
20-lip-2023 17:21:57.808,24.875998791694656,147.19999695
20-lip-2023 17:21:58.809,35.96399822330477,147.19999695
20-lip-2023 17:21:59.810,44.89199977207181,147.19999695
20-lip-2023 17:22:00.810,51.08399713611607,147.19999695
20-lip-2023 17:22:01.812,51.19199960517881,147.19999695
20-lip-2023 17:22:02.811,54.43199814605714,147.19999695
20-lip-2023 17:22:03.812,57.67200012016292,147.19999695
20-lip-2023 17:22:04.811,60.947999484062166,147.19999695
20-lip-2023 17:22:05.812,64.07999555587776,147.19999695
20-lip-2023 17:22:06.812,67.13999684810642,147.19999695
20-lip-2023 17:22:07.813,68.90399597740179,147.19999695
20-lip-2023 17:22:08.814,69.58799788188935,147.19999695
20-lip-2023 17:22:09.814,69.4440014562606,147.19999695
20-lip-2023 17:22:10.814,69.26399734115603,147.19999695
20-lip-2023 17:22:11.814,68.57999543666847,147.19999695
20-lip-2023 17:22:12.815,68.18400011634822,147.19999695
20-lip-2023 17:22:13.816,67.85999957561489,147.19999695
20-lip-2023 17:22:14.816,67.53599903488157,147.19999695
20-lip-2023 17:22:15.816,67.39199574279792,148.9999969
20-lip-2023 17:22:16.816,67.46399738883974,148.9999969
20-lip-2023 17:22:17.816,66.38400016403193,148.9999969
20-lip-2023 17:22:18.817,65.41199854183196,148.9999969
20-lip-2023 17:22:19.818,64.94400157546988,148.9999969
20-lip-2023 17:22:20.817,64.76399746036532,148.9999969
20-lip-2023 17:22:21.818,65.30399607276922,148.9999969
20-lip-2023 17:22:22.821,66.13200126934044,148.9999969
20-lip-2023 17:22:23.821,67.10399602508551,148.9999969
20-lip-2023 17:22:24.820,68.1479992933273,148.9999969
20-lip-2023 17:22:25.820,65.84400155162803,148.9999969
20-lip-2023 17:22:26.821,64.7279966373444,148.9999969
20-lip-2023 17:22:27.820,65.44799936485288,148.9999969
20-lip-2023 17:22:28.821,65.55599496746072,148.9999969
20-lip-2023 17:22:29.821,64.87199992942806,148.9999969
20-lip-2023 17:22:30.821,64.07999555587776,148.9999969
20-lip-2023 17:22:31.821,62.96399750804903,148.9999969
20-lip-2023 17:22:32.821,62.02799670886998,150.79999685
20-lip-2023 17:22:33.822,60.947999484062166,150.79999685
20-lip-2023 17:22:34.822,59.68799814414979,150.79999685
20-lip-2023 17:22:35.824,57.8879981918335,150.79999685
20-lip-2023 17:22:36.825,55.9079975576401,150.79999685
20-lip-2023 17:22:37.826,53.96399774646761,150.79999685
20-lip-2023 17:22:38.826,52.01999793529512,150.79999685
20-lip-2023 17:22:39.827,49.96799908828734,150.79999685
20-lip-2023 17:22:40.828,48.31199899482726,150.79999685
20-lip-2023 17:22:41.828,46.61999807834627,150.79999685
20-lip-2023 17:22:42.828,45.36000017166134,150.79999685
20-lip-2023 17:22:43.828,44.53199840831758,150.79999685
20-lip-2023 17:22:44.830,43.81199911403655,150.79999685
20-lip-2023 17:22:45.830,43.127997209548994,150.79999685
20-lip-2023 17:22:46.830,42.44399873828888,150.79999685
20-lip-2023 17:22:47.831,41.79599765682224,150.79999685
20-lip-2023 17:22:48.832,41.11199918556213,150.79999685
20-lip-2023 17:22:49.832,40.499998927116394,150.79999685
20-lip-2023 17:22:50.832,39.96000031471249,150.79999685
20-lip-2023 17:22:51.832,39.527997304916425,150.79999685
20-lip-2023 17:22:52.833,39.70799798679354,150.79999685
20-lip-2023 17:22:53.834,39.45599909210205,150.79999685
20-lip-2023 17:22:54.834,38.12399953937529,150.79999685
20-lip-2023 17:22:55.835,36.1799997282028,150.79999685
20-lip-2023 17:22:56.834,34.30799812984469,150.79999685
20-lip-2023 17:22:57.836,32.54399900054932,150.79999685
20-lip-2023 17:22:58.835,30.060000576972925,150.79999685
20-lip-2023 17:22:59.835,24.65999900341035,150.79999685
20-lip-2023 17:23:00.835,17.603999053001417,150.79999685
20-lip-2023 17:23:01.836,13.499999642372131,150.79999685
20-lip-2023 17:23:02.836,8.891999867439267,150.79999685
20-lip-2023 17:23:03.835,4.427999951362608,150.79999685
20-lip-2023 17:23:04.837,2.5920000343322727,150.79999685
20-lip-2023 17:23:05.836,1.47599994802475,150.79999685
20-lip-2023 17:23:06.838,0.7559999563694006,150.79999685
20-lip-2023 17:23:07.838,0.0,150.79999685
20-lip-2023 17:23:08.839,0.0,150.79999685
20-lip-2023 17:23:09.839,0.0,150.79999685
20-lip-2023 17:23:10.840,0.0,150.79999685
20-lip-2023 17:23:11.841,0.0,150.79999685
20-lip-2023 17:23:12.842,0.0,150.79999685
20-lip-2023 17:23:13.842,1.3319999818801875,150.79999685
20-lip-2023 17:23:14.843,3.3119999723434432,150.79999685
20-lip-2023 17:23:15.843,4.4999998807907104,150.79999685
20-lip-2023 17:23:16.844,7.991999891281125,150.79999685
20-lip-2023 17:23:17.844,12.455999807357784,150.79999685
20-lip-2023 17:23:18.844,16.52400011157988,150.79999685
20-lip-2023 17:23:19.844,19.799999475479126,150.79999685
20-lip-2023 17:23:20.845,21.923999968528733,152.59999681
20-lip-2023 17:23:21.844,25.163998509407065,152.59999681
20-lip-2023 17:23:22.844,27.7559994020462,152.59999681
20-lip-2023 17:23:23.845,27.7559994020462,152.59999681
20-lip-2023 17:23:24.846,28.799999237060547,152.59999681
20-lip-2023 17:23:25.847,30.527997543335005,152.59999681
20-lip-2023 17:23:26.849,32.004000388145414,152.59999681
20-lip-2023 17:23:27.849,34.163998270988486,152.59999681
20-lip-2023 17:23:28.849,35.35199796485904,152.59999681
20-lip-2023 17:23:29.849,35.243998929023746,152.59999681
20-lip-2023 17:23:30.849,35.243998929023746,152.59999681
20-lip-2023 17:23:31.849,35.27999975204466,152.59999681
20-lip-2023 17:23:32.849,35.46000043392178,152.59999681
20-lip-2023 17:23:33.849,35.711999328613274,152.59999681
20-lip-2023 17:23:34.850,34.37999977588652,152.59999681
20-lip-2023 17:23:35.850,32.975998577117934,152.59999681
20-lip-2023 17:23:36.851,30.131998789787303,152.59999681
20-lip-2023 17:23:37.850,28.58399944877624,154.39999676
20-lip-2023 17:23:38.851,25.8479986972809,154.39999676
20-lip-2023 17:23:39.850,23.83199895668031,154.39999676
20-lip-2023 17:23:40.851,21.743999286651615,154.39999676
20-lip-2023 17:23:41.852,19.87199940490723,154.39999676
20-lip-2023 17:23:42.853,17.496000017166125,154.39999676
20-lip-2023 17:23:43.853,15.659999241828928,154.39999676
20-lip-2023 17:23:44.852,13.571999571800234,154.39999676
20-lip-2023 17:23:45.853,14.039999971389761,154.39999676
20-lip-2023 17:23:46.852,14.868000018119801,154.39999676
20-lip-2023 17:23:47.853,16.199999570846558,154.39999676
20-lip-2023 17:23:48.853,18.82799956989288,154.39999676
20-lip-2023 17:23:49.853,23.147998768806474,154.39999676
20-lip-2023 17:23:50.852,28.83600006008146,154.39999676
20-lip-2023 17:23:51.853,31.5720008115768,154.39999676
20-lip-2023 17:23:52.853,32.93999775409702,154.39999676
20-lip-2023 17:23:53.853,34.848000175476045,154.39999676
20-lip-2023 17:23:54.854,36.71999834060671,154.39999676
20-lip-2023 17:23:55.855,38.339997611045874,154.39999676
20-lip-2023 17:23:56.855,39.060000338554346,154.39999676
20-lip-2023 17:23:57.856,39.27599841022493,154.39999676
20-lip-2023 17:23:58.856,39.239997587204016,154.39999676
20-lip-2023 17:23:59.856,39.20400019741055,154.39999676
20-lip-2023 17:24:00.855,39.131998551368724,154.39999676
20-lip-2023 17:24:01.856,38.772000620841936,154.39999676
20-lip-2023 17:24:02.857,38.62799732875828,154.39999676
20-lip-2023 17:24:03.857,38.91600047969814,154.39999676
20-lip-2023 17:24:04.857,38.843998833656315,154.39999676
20-lip-2023 17:24:05.858,37.83599982166288,154.39999676
20-lip-2023 17:24:06.859,37.22399956321715,154.39999676
20-lip-2023 17:24:07.860,38.08799871635438,154.39999676
20-lip-2023 17:24:08.860,38.12399953937529,154.39999676
20-lip-2023 17:24:09.860,38.30400022125241,154.39999676
20-lip-2023 17:24:10.862,39.16799937438964,154.39999676
20-lip-2023 17:24:11.862,40.46399810409548,154.39999676
20-lip-2023 17:24:12.864,41.399998903274536,154.39999676
20-lip-2023 17:24:13.865,42.19199984359739,154.39999676
20-lip-2023 17:24:14.866,42.623999420166,154.39999676
20-lip-2023 17:24:15.867,42.623999420166,154.39999676
20-lip-2023 17:24:16.868,42.51600038433071,154.39999676
20-lip-2023 17:24:17.868,42.04799998474118,154.39999676
20-lip-2023 17:24:18.868,41.76000026702877,156.19999671
20-lip-2023 17:24:19.868,42.33599970245359,156.19999671
20-lip-2023 17:24:20.869,43.560000219345056,156.19999671
20-lip-2023 17:24:21.870,45.504000030517545,156.19999671
20-lip-2023 17:24:22.872,47.267999159812916,156.19999671
20-lip-2023 17:24:23.872,49.13999732494358,156.19999671
20-lip-2023 17:24:24.872,50.975998100280776,156.19999671
20-lip-2023 17:24:25.873,51.33599946403501,156.19999671
20-lip-2023 17:24:26.873,51.11999795913698,156.19999671
20-lip-2023 17:24:27.872,50.65199755954745,156.19999671
20-lip-2023 17:24:28.872,50.43599948787687,156.19999671
20-lip-2023 17:24:29.873,50.25599880599975,156.19999671
20-lip-2023 17:24:30.874,49.96799908828734,156.19999671
20-lip-2023 17:24:31.875,49.895997442245516,156.19999671
20-lip-2023 17:24:32.874,49.57200033473964,156.19999671
20-lip-2023 17:24:33.875,49.3199980068207,156.19999671
20-lip-2023 17:24:34.876,49.64399854755402,156.19999671
20-lip-2023 17:24:35.876,50.25599880599975,156.19999671
20-lip-2023 17:24:36.876,50.43599948787687,156.19999671
20-lip-2023 17:24:37.876,50.579999346733075,156.19999671
20-lip-2023 17:24:38.877,50.83199824142457,156.19999671
20-lip-2023 17:24:39.877,51.0479997463226,156.19999671
20-lip-2023 17:24:40.877,51.263997817993186,156.19999671
20-lip-2023 17:24:41.877,51.839997253418005,156.19999671
20-lip-2023 17:24:42.877,52.343998476028446,156.19999671
20-lip-2023 17:24:43.878,52.84799969863889,156.19999671
20-lip-2023 17:24:44.877,53.1359994163513,156.19999671
20-lip-2023 17:24:45.878,52.919997911453265,156.19999671
20-lip-2023 17:24:46.879,53.02799694728856,156.19999671
20-lip-2023 17:24:47.878,52.919997911453265,157.99999666
20-lip-2023 17:24:48.878,52.66799901676177,157.99999666
20-lip-2023 17:24:49.879,52.41600012207027,157.99999666
20-lip-2023 17:24:50.880,52.343998476028446,157.99999666
20-lip-2023 17:24:51.879,51.947999722480745,157.99999666
20-lip-2023 17:24:52.881,51.47999932289122,157.99999666
20-lip-2023 17:24:53.881,51.73199821758271,157.99999666
20-lip-2023 17:24:54.881,51.08399713611607,157.99999666
20-lip-2023 17:24:55.881,51.839997253418005,157.99999666
20-lip-2023 17:24:56.882,51.51600014591213,157.99999666
20-lip-2023 17:24:57.883,52.235999440193154,157.99999666
20-lip-2023 17:24:58.882,52.70399983978268,157.99999666
20-lip-2023 17:24:59.882,53.06399777030947,157.99999666
20-lip-2023 17:25:00.882,53.1359994163513,157.99999666
20-lip-2023 17:25:01.886,52.27200026321407,157.99999666
20-lip-2023 17:25:02.886,51.6959973945618,157.99999666
20-lip-2023 17:25:03.886,51.263997817993186,157.99999666
20-lip-2023 17:25:04.889,51.01199892330169,157.99999666
20-lip-2023 17:25:05.886,50.9039998874664,157.99999666
20-lip-2023 17:25:06.887,50.72399920558928,157.99999666
20-lip-2023 17:25:07.888,50.54399852371216,157.99999666
20-lip-2023 17:25:08.889,50.83199824142457,157.99999666
20-lip-2023 17:25:09.888,50.975998100280776,157.99999666
20-lip-2023 17:25:10.889,51.08399713611607,157.99999666
20-lip-2023 17:25:11.889,51.01199892330169,157.99999666
20-lip-2023 17:25:12.889,49.75199758338931,157.99999666
20-lip-2023 17:25:13.889,48.23999734878544,157.99999666
20-lip-2023 17:25:14.889,46.655998901367184,157.99999666
20-lip-2023 17:25:15.889,45.36000017166134,157.99999666
20-lip-2023 17:25:16.890,43.88399732685093,157.99999666
20-lip-2023 17:25:17.890,42.51600038433071,157.99999666
20-lip-2023 17:25:18.890,38.48399746990208,157.99999666
20-lip-2023 17:25:19.891,35.17200071620937,157.99999666
20-lip-2023 17:25:20.892,30.31199947166442,157.99999666
20-lip-2023 17:25:21.892,30.527997543335005,157.99999666
20-lip-2023 17:25:22.892,34.88399756526951,157.99999666
20-lip-2023 17:25:23.890,38.62799732875828,157.99999666
20-lip-2023 17:25:24.892,42.51600038433071,157.99999666
20-lip-2023 17:25:25.892,45.93599960708616,157.99999666
20-lip-2023 17:25:26.892,49.35599882984161,157.99999666
20-lip-2023 17:25:27.891,52.631998193740856,157.99999666
20-lip-2023 17:25:28.892,55.00799758148196,157.99999666
20-lip-2023 17:25:29.893,56.87999917984007,157.99999666
20-lip-2023 17:25:30.893,57.52799682807927,157.99999666
20-lip-2023 17:25:31.894,58.17599790954591,157.99999666
20-lip-2023 17:25:32.894,58.06799544048317,157.99999666
20-lip-2023 17:25:33.894,58.10399626350409,157.99999666
20-lip-2023 17:25:34.895,57.131998074531566,157.99999666
20-lip-2023 17:25:35.896,55.97999920368193,157.99999666
20-lip-2023 17:25:36.897,56.77200014400478,157.99999666
20-lip-2023 17:25:37.900,57.67200012016292,157.99999666
20-lip-2023 17:25:38.901,58.71599652194982,157.99999666
20-lip-2023 17:25:39.902,59.39999842643738,157.99999666
20-lip-2023 17:25:40.905,59.03999706268314,157.99999666
20-lip-2023 17:25:41.905,58.24799955558774,157.99999666
20-lip-2023 17:25:42.906,58.139997086525,157.99999666
20-lip-2023 17:25:43.906,58.320001201629566,157.99999666
20-lip-2023 17:25:44.908,58.211998732566826,157.99999666
20-lip-2023 17:25:45.908,58.42799680423741,157.99999666
20-lip-2023 17:25:46.908,58.28400037860865,157.99999666
20-lip-2023 17:25:47.909,58.17599790954591,157.99999666
20-lip-2023 17:25:48.910,58.35599515819558,157.99999666
20-lip-2023 17:25:49.909,57.85199736881259,157.99999666
20-lip-2023 17:25:50.910,58.10399626350409,157.99999666
20-lip-2023 17:25:51.910,57.92399901485442,157.99999666
20-lip-2023 17:25:52.911,57.599998474121094,157.99999666
20-lip-2023 17:25:53.912,57.779995722770764,157.99999666
20-lip-2023 17:25:54.912,57.20399972057339,157.99999666
20-lip-2023 17:25:55.911,57.3479995794296,157.99999666
20-lip-2023 17:25:56.912,56.95199739265445,157.99999666
20-lip-2023 17:25:57.912,57.131998074531566,157.99999666
20-lip-2023 17:25:58.913,57.52799682807927,157.99999666
20-lip-2023 17:25:59.914,57.4919994382858,157.99999666
20-lip-2023 17:26:00.916,57.419997792243976,157.99999666
20-lip-2023 17:26:01.915,57.779995722770764,157.99999666
20-lip-2023 17:26:02.915,58.28400037860865,157.99999666
20-lip-2023 17:26:03.916,58.211998732566826,157.99999666
20-lip-2023 17:26:04.916,57.27599793338777,157.99999666
20-lip-2023 17:26:05.916,56.41199878025054,157.99999666
20-lip-2023 17:26:06.917,55.22399908637999,157.99999666
20-lip-2023 17:26:07.918,53.96399774646761,157.99999666
20-lip-2023 17:26:08.917,53.1359994163513,157.99999666
20-lip-2023 17:26:09.918,51.73199821758271,157.99999666
20-lip-2023 17:26:10.918,50.50799770069125,157.99999666
20-lip-2023 17:26:11.920,47.91600024127956,157.99999666
20-lip-2023 17:26:12.919,42.8759983148575,157.99999666
20-lip-2023 17:26:13.919,35.09999907016754,157.99999666
20-lip-2023 17:26:14.920,24.73199893283845,157.99999666
20-lip-2023 17:26:15.919,14.183999830245966,157.99999666
20-lip-2023 17:26:16.920,7.30799970340729,157.99999666
20-lip-2023 17:26:17.921,1.763999987602233,157.99999666
20-lip-2023 17:26:18.923,1.7999999523162842,157.99999666
20-lip-2023 17:26:19.924,1.439999983310699,157.99999666
20-lip-2023 17:26:20.924,0.6119999902248381,157.99999666
20-lip-2023 17:26:21.925,0.0,157.99999666
20-lip-2023 17:26:22.926,0.0,157.99999666
20-lip-2023 17:26:23.925,0.0,157.99999666
20-lip-2023 17:26:24.926,1.8359999170303354,157.99999666
20-lip-2023 17:26:25.925,7.955999926567074,157.99999666
20-lip-2023 17:26:26.926,13.391999748229978,157.99999666
20-lip-2023 17:26:27.925,13.211999924659722,157.99999666
20-lip-2023 17:26:28.927,13.571999571800234,157.99999666
20-lip-2023 17:26:29.927,16.27199950027466,157.99999666
20-lip-2023 17:26:30.926,18.071999452590944,157.99999666
20-lip-2023 17:26:31.927,18.683999711036677,157.99999666
20-lip-2023 17:26:32.927,18.611999781608574,157.99999666
20-lip-2023 17:26:33.927,21.455999568939205,157.99999666
20-lip-2023 17:26:34.927,26.459998955726633,157.99999666
20-lip-2023 17:26:35.928,31.17599862480165,157.99999666
20-lip-2023 17:26:36.928,34.70400031661984,159.79999661
20-lip-2023 17:26:37.928,37.29599777603153,159.79999661
20-lip-2023 17:26:38.928,39.85199784564975,159.79999661
20-lip-2023 17:26:39.928,42.15599902057647,159.79999661
20-lip-2023 17:26:40.928,43.95599897289276,159.79999661
20-lip-2023 17:26:41.929,44.92799716186528,159.79999661
20-lip-2023 17:26:42.928,46.22399932479857,159.79999661
20-lip-2023 17:26:43.928,47.87999941825865,159.79999661
20-lip-2023 17:26:44.928,49.499998688697815,159.79999661
20-lip-2023 17:26:45.928,51.263997817993186,159.79999661
20-lip-2023 17:26:46.929,53.38799831104279,159.79999661
20-lip-2023 17:26:47.928,53.783997064590494,159.79999661
20-lip-2023 17:26:48.929,54.82799689960484,159.79999661
20-lip-2023 17:26:49.929,55.9079975576401,159.79999661
20-lip-2023 17:26:50.928,56.69999849796295,159.79999661
20-lip-2023 17:26:51.931,57.20399972057339,159.79999661
20-lip-2023 17:26:52.932,57.63599929714201,159.79999661
20-lip-2023 17:26:53.933,57.311998756408684,159.79999661
20-lip-2023 17:26:54.933,56.87999917984007,159.79999661
20-lip-2023 17:26:55.934,56.59199946212766,159.79999661
20-lip-2023 17:26:56.935,56.26799892139434,159.79999661
20-lip-2023 17:26:57.935,56.01600002670284,159.79999661
20-lip-2023 17:26:58.935,55.655998662948605,159.79999661
20-lip-2023 17:26:59.936,55.367998945236195,159.79999661
20-lip-2023 17:27:00.936,55.04399840450287,159.79999661
20-lip-2023 17:27:01.935,54.683997040748636,159.79999661
20-lip-2023 17:27:02.936,54.39599732303623,159.79999661
20-lip-2023 17:27:03.935,53.9279969234467,159.79999661
20-lip-2023 17:27:04.936,53.316000098228415,159.79999661
20-lip-2023 17:27:05.937,53.45999995708462,159.79999661
20-lip-2023 17:27:06.937,53.85599871063232,159.79999661
20-lip-2023 17:27:07.937,55.872000167846636,159.79999661
20-lip-2023 17:27:08.938,56.48399699306492,159.79999661
20-lip-2023 17:27:09.937,56.30399974441525,159.79999661
20-lip-2023 17:27:10.938,56.519997816085834,159.79999661
20-lip-2023 17:27:11.937,55.5119988040924,159.79999661
20-lip-2023 17:27:12.938,54.14399842834473,159.79999661
20-lip-2023 17:27:13.937,53.74799967479703,159.79999661
20-lip-2023 17:27:14.937,52.811998875617974,159.79999661
20-lip-2023 17:27:15.938,51.6959973945618,159.79999661
20-lip-2023 17:27:16.938,50.54399852371216,159.79999661
20-lip-2023 17:27:17.939,50.11199894714355,159.79999661
20-lip-2023 17:27:18.939,51.01199892330169,159.79999661
20-lip-2023 17:27:19.940,53.207997629165675,159.79999661
20-lip-2023 17:27:20.940,55.367998945236195,159.79999661
20-lip-2023 17:27:21.941,57.81599654579168,159.79999661
20-lip-2023 17:27:22.941,60.659999766349756,159.79999661
20-lip-2023 17:27:23.941,63.467995297432026,159.79999661
20-lip-2023 17:27:24.942,66.23999687194828,159.79999661
20-lip-2023 17:27:25.942,66.52799658966069,159.79999661
20-lip-2023 17:27:26.943,67.82399875259398,159.79999661
20-lip-2023 17:27:27.942,68.32799654197697,159.79999661
20-lip-2023 17:27:28.944,68.97599762344362,159.79999661
20-lip-2023 17:27:29.945,68.9399968004227,159.79999661
20-lip-2023 17:27:30.944,68.97599762344362,159.79999661
20-lip-2023 17:27:31.944,69.15599487209329,159.79999661
20-lip-2023 17:27:32.945,69.80399595355993,159.79999661
20-lip-2023 17:27:33.945,70.45199703502658,159.79999661
20-lip-2023 17:27:34.946,71.2799953651429,159.79999661
20-lip-2023 17:27:35.946,72.21599616432195,159.79999661
20-lip-2023 17:27:36.946,72.8639972457886,159.79999661
20-lip-2023 17:27:37.947,71.24400140857688,159.79999661
20-lip-2023 17:27:38.948,69.51599623584752,159.79999661
20-lip-2023 17:27:39.948,67.93200122165672,159.79999661
20-lip-2023 17:27:40.948,66.49199576663977,159.79999661
20-lip-2023 17:27:41.948,65.15999964714047,159.79999661
20-lip-2023 17:27:42.949,64.11599637889867,159.79999661
20-lip-2023 17:27:43.950,62.78400025939936,159.79999661
20-lip-2023 17:27:44.950,61.48799809646607,159.79999661
20-lip-2023 17:27:45.951,60.659999766349756,159.79999661
20-lip-2023 17:27:46.951,59.68799814414979,159.79999661
20-lip-2023 17:27:47.952,55.00799758148196,159.79999661
20-lip-2023 17:27:48.952,48.923999253272996,159.79999661
20-lip-2023 17:27:49.951,46.22399932479857,159.79999661
20-lip-2023 17:27:50.952,40.211999209403984,159.79999661
20-lip-2023 17:27:51.953,37.43999763488773,159.79999661
20-lip-2023 17:27:52.953,39.060000338554346,159.79999661
20-lip-2023 17:27:53.952,42.91199913787841,159.79999661
20-lip-2023 17:27:54.953,46.51199904251098,159.79999661
20-lip-2023 17:27:55.954,50.47200031089778,159.79999661
20-lip-2023 17:27:56.953,53.6759980287552,159.79999661
20-lip-2023 17:27:57.954,56.447999603271455,159.79999661
20-lip-2023 17:27:58.953,59.00399623966223,159.79999661
20-lip-2023 17:27:59.954,61.45199727344516,159.79999661
20-lip-2023 17:28:00.954,63.89999830722809,159.79999661
20-lip-2023 17:28:01.954,65.66399743652346,159.79999661
20-lip-2023 17:28:02.954,65.98799797725678,159.79999661
20-lip-2023 17:28:03.954,66.3119985179901,159.79999661
20-lip-2023 17:28:04.956,66.70800070476525,159.79999661
20-lip-2023 17:28:05.956,66.92399877643584,159.79999661
