 Device Time,GPS Speed(km/h),Engine Coolant Temperature(°F)
20-lip-2023 17:14:35.650,0.0,93.19999838
20-lip-2023 17:14:36.652,0.0,93.19999838
20-lip-2023 17:14:37.651,0.0,93.19999838
20-lip-2023 17:14:38.651,0.0,93.19999838
20-lip-2023 17:14:39.652,0.0,93.19999838
20-lip-2023 17:14:40.653,0.0,93.19999838
20-lip-2023 17:14:41.653,0.0,94.99999833
20-lip-2023 17:14:42.653,0.0,94.99999833
20-lip-2023 17:14:43.652,1.6199999141693127,94.99999833
20-lip-2023 17:14:44.652,1.2239999804496762,94.99999833
20-lip-2023 17:14:45.652,3.167999898910523,94.99999833
20-lip-2023 17:14:46.653,6.084000044822687,94.99999833
20-lip-2023 17:14:47.653,6.011999686241154,94.99999833
20-lip-2023 17:14:48.654,4.967999851226807,94.99999833
20-lip-2023 17:14:49.655,2.1959999933242784,94.99999833
20-lip-2023 17:14:50.656,0.0,96.79999828
20-lip-2023 17:14:51.658,0.0,96.79999828
20-lip-2023 17:14:52.658,2.8440000019073466,96.79999828
20-lip-2023 17:14:53.658,6.120000009536739,96.79999828
20-lip-2023 17:14:54.658,3.0239998254776026,96.79999828
20-lip-2023 17:14:55.659,0.7559999563694006,96.79999828
20-lip-2023 17:14:56.659,0.0,96.79999828
20-lip-2023 17:14:57.660,2.9879998607635514,96.79999828
20-lip-2023 17:14:58.661,4.607999774932864,96.79999828
20-lip-2023 17:14:59.661,5.184000068664545,96.79999828
20-lip-2023 17:15:00.662,5.291999962806699,96.79999828
20-lip-2023 17:15:01.662,3.2399998283386253,96.79999828
20-lip-2023 17:15:02.662,1.763999987602233,96.79999828
20-lip-2023 17:15:03.664,0.0,96.79999828
20-lip-2023 17:15:04.665,0.0,96.79999828
20-lip-2023 17:15:05.665,6.299999833106995,98.59999824
20-lip-2023 17:15:06.666,5.2200000333785965,98.59999824
20-lip-2023 17:15:07.666,6.371999762535097,98.59999824
20-lip-2023 17:15:08.666,7.919999961853023,98.59999824
20-lip-2023 17:15:09.666,9.25199951457978,98.59999824
20-lip-2023 17:15:10.668,10.763999749183654,98.59999824
20-lip-2023 17:15:11.668,13.031999242782604,98.59999824
20-lip-2023 17:15:12.668,11.951999443054206,98.59999824
20-lip-2023 17:15:13.670,11.807999584198,100.39999819
20-lip-2023 17:15:14.670,11.519999866485591,100.39999819
20-lip-2023 17:15:15.670,11.879999513626103,100.39999819
20-lip-2023 17:15:16.670,11.555999831199642,100.39999819
20-lip-2023 17:15:17.671,11.376000007629386,100.39999819
20-lip-2023 17:15:18.671,10.511999996185295,100.39999819
20-lip-2023 17:15:19.671,11.340000042915335,100.39999819
20-lip-2023 17:15:20.671,11.159999361038217,100.39999819
20-lip-2023 17:15:21.672,11.807999584198,100.39999819
20-lip-2023 17:15:22.673,12.851999419212348,100.39999819
20-lip-2023 17:15:23.674,13.931999218940746,100.39999819
20-lip-2023 17:15:24.676,14.724000159263596,100.39999819
20-lip-2023 17:15:25.676,15.263998771667502,100.39999819
20-lip-2023 17:15:26.676,14.687999336242683,102.19999814
20-lip-2023 17:15:27.676,14.508000370979289,102.19999814
20-lip-2023 17:15:28.677,13.679999465942387,102.19999814
20-lip-2023 17:15:29.677,13.211999924659722,102.19999814
20-lip-2023 17:15:30.676,12.671999595642092,102.19999814
20-lip-2023 17:15:31.676,10.94399957275391,102.19999814
20-lip-2023 17:15:32.676,4.7520000629425,102.19999814
20-lip-2023 17:15:33.676,3.3479999370574944,102.19999814
20-lip-2023 17:15:34.678,1.40399991130829,102.19999814
20-lip-2023 17:15:35.678,9.359999408721933,102.19999814
20-lip-2023 17:15:36.680,20.51999876976015,103.99999809
20-lip-2023 17:15:37.680,24.98399954414367,103.99999809
20-lip-2023 17:15:38.680,27.971999190330507,103.99999809
20-lip-2023 17:15:39.680,32.399999141693115,103.99999809
20-lip-2023 17:15:40.680,32.795997895240816,103.99999809
20-lip-2023 17:15:41.681,33.192000082015966,103.99999809
20-lip-2023 17:15:42.680,33.40799815368655,103.99999809
20-lip-2023 17:15:43.681,33.58799883556367,103.99999809
20-lip-2023 17:15:44.682,33.73199869441987,103.99999809
20-lip-2023 17:15:45.682,33.83999773025516,103.99999809
20-lip-2023 17:15:46.682,33.98399758911137,103.99999809
20-lip-2023 17:15:47.683,34.163998270988486,103.99999809
20-lip-2023 17:15:48.684,34.343998952865604,103.99999809
20-lip-2023 17:15:49.682,34.5959978475571,105.79999804
20-lip-2023 17:15:50.685,34.99200003433225,105.79999804
20-lip-2023 17:15:51.685,35.31600057506557,105.79999804
20-lip-2023 17:15:52.685,35.531998646736156,105.79999804
20-lip-2023 17:15:53.687,35.74800015163419,105.79999804
20-lip-2023 17:15:54.687,35.89200001049039,105.79999804
20-lip-2023 17:15:55.687,36.0359998693466,105.79999804
20-lip-2023 17:15:56.688,34.163998270988486,105.79999804
20-lip-2023 17:15:57.688,28.439999589920035,107.599998
20-lip-2023 17:15:58.688,21.88799914550782,107.599998
20-lip-2023 17:15:59.688,17.531999123573314,107.599998
20-lip-2023 17:16:00.688,13.715999430656439,107.599998
20-lip-2023 17:16:01.688,11.555999831199642,107.599998
20-lip-2023 17:16:02.688,8.67600007915496,107.599998
20-lip-2023 17:16:03.687,7.451999562263495,107.599998
20-lip-2023 17:16:04.689,7.919999961853023,107.599998
20-lip-2023 17:16:05.691,7.235999773979188,107.599998
20-lip-2023 17:16:06.691,5.003999815940858,107.599998
20-lip-2023 17:16:07.692,2.0879998846054093,107.599998
20-lip-2023 17:16:08.692,2.267999922752381,109.39999795
20-lip-2023 17:16:09.692,8.999999761581421,109.39999795
20-lip-2023 17:16:10.692,15.624000135421738,109.39999795
20-lip-2023 17:16:11.692,17.496000017166125,109.39999795
20-lip-2023 17:16:12.692,19.58399968719482,109.39999795
20-lip-2023 17:16:13.693,21.923999968528733,109.39999795
20-lip-2023 17:16:14.694,24.263998533248923,109.39999795
20-lip-2023 17:16:15.696,26.27999999046324,109.39999795
20-lip-2023 17:16:16.695,28.00800001335142,109.39999795
20-lip-2023 17:16:17.696,28.367999660491932,109.39999795
20-lip-2023 17:16:18.696,27.719998579025287,109.39999795
20-lip-2023 17:16:19.697,27.17999996662138,109.39999795
20-lip-2023 17:16:20.698,26.783999496459955,109.39999795
20-lip-2023 17:16:21.698,26.35199991989134,109.39999795
20-lip-2023 17:16:22.699,26.027999379158018,111.1999979
20-lip-2023 17:16:23.698,25.73999966144561,111.1999979
20-lip-2023 17:16:24.698,25.5239998731613,111.1999979
20-lip-2023 17:16:25.698,25.055999473571774,111.1999979
20-lip-2023 17:16:26.698,22.643999262809757,111.1999979
20-lip-2023 17:16:27.698,18.21599931144715,111.1999979
20-lip-2023 17:16:28.698,15.624000135421738,111.1999979
20-lip-2023 17:16:29.698,13.535999607086183,111.1999979
20-lip-2023 17:16:30.699,12.92399934864045,111.1999979
20-lip-2023 17:16:31.698,13.104000030517568,112.99999785
20-lip-2023 17:16:32.698,13.355999783515927,112.99999785
20-lip-2023 17:16:33.698,13.535999607086183,112.99999785
20-lip-2023 17:16:34.699,13.715999430656439,112.99999785
20-lip-2023 17:16:35.700,14.075999936103813,112.99999785
20-lip-2023 17:16:36.701,15.371999524116518,112.99999785
20-lip-2023 17:16:37.701,17.243999405860905,112.99999785
20-lip-2023 17:16:38.702,19.152000110626204,112.99999785
20-lip-2023 17:16:39.701,20.843999310493473,112.99999785
20-lip-2023 17:16:40.702,22.536000226974465,112.99999785
20-lip-2023 17:16:41.702,23.5439992389679,114.79999781
20-lip-2023 17:16:42.702,23.580000061988812,114.79999781
20-lip-2023 17:16:43.704,23.436000203132608,114.79999781
20-lip-2023 17:16:44.705,23.147998768806474,114.79999781
20-lip-2023 17:16:45.706,22.96799980354308,114.79999781
20-lip-2023 17:16:46.707,22.931998980522167,114.79999781
20-lip-2023 17:16:47.707,23.111999662399285,114.79999781
20-lip-2023 17:16:48.707,23.723999920845017,114.79999781
20-lip-2023 17:16:49.707,25.127999402999876,114.79999781
20-lip-2023 17:16:50.706,26.531998885154735,114.79999781
20-lip-2023 17:16:51.709,27.86399843788149,114.79999781
20-lip-2023 17:16:52.709,28.115999049186712,114.79999781
20-lip-2023 17:16:53.710,27.17999996662138,114.79999781
20-lip-2023 17:16:54.709,26.243999167442325,114.79999781
20-lip-2023 17:16:55.709,25.343999191284183,114.79999781
20-lip-2023 17:16:56.709,24.73199893283845,114.79999781
20-lip-2023 17:16:57.710,24.19199860382082,114.79999781
20-lip-2023 17:16:58.711,24.37199928569794,116.59999776
20-lip-2023 17:16:59.711,24.65999900341035,116.59999776
20-lip-2023 17:17:00.712,24.875998791694656,116.59999776
20-lip-2023 17:17:01.712,25.091998579978963,116.59999776
20-lip-2023 17:17:02.713,25.308000084876994,116.59999776
20-lip-2023 17:17:03.714,25.55999897956849,116.59999776
20-lip-2023 17:17:04.713,25.775998767852798,116.59999776
20-lip-2023 17:17:05.713,26.027999379158018,116.59999776
20-lip-2023 17:17:06.713,26.315999096870428,116.59999776
20-lip-2023 17:17:07.714,26.56799970817565,116.59999776
20-lip-2023 17:17:08.714,26.208000061035136,116.59999776
20-lip-2023 17:17:09.714,26.56799970817565,116.59999776
20-lip-2023 17:17:10.716,26.92799935531616,118.39999771
20-lip-2023 17:17:11.717,27.827999331474302,118.39999771
20-lip-2023 17:17:12.718,29.9879989309311,118.39999771
20-lip-2023 17:17:13.718,31.643999024391178,118.39999771
20-lip-2023 17:17:14.718,32.86799954128264,118.39999771
20-lip-2023 17:17:15.719,34.163998270988486,118.39999771
20-lip-2023 17:17:16.720,35.56799946975707,118.39999771
20-lip-2023 17:17:17.719,36.504000268936124,118.39999771
20-lip-2023 17:17:18.720,37.11600052738186,118.39999771
20-lip-2023 17:17:19.721,37.00799805831912,118.39999771
20-lip-2023 17:17:20.721,36.46799944591521,120.19999766
20-lip-2023 17:17:21.721,36.1799997282028,120.19999766
20-lip-2023 17:17:22.721,35.74800015163419,120.19999766
20-lip-2023 17:17:23.721,35.423999610900864,120.19999766
20-lip-2023 17:17:24.722,35.027997424125715,120.19999766
20-lip-2023 17:17:25.722,34.451997988700896,120.19999766
20-lip-2023 17:17:26.722,33.40799815368655,120.19999766
20-lip-2023 17:17:27.723,32.50799817752841,120.19999766
20-lip-2023 17:17:28.722,32.687998859405525,120.19999766
20-lip-2023 17:17:29.724,32.61600064659115,120.19999766
20-lip-2023 17:17:30.724,31.39200012969968,120.19999766
20-lip-2023 17:17:31.725,29.772000859260515,120.19999766
20-lip-2023 17:17:32.726,27.7559994020462,120.19999766
20-lip-2023 17:17:33.727,24.15599949741363,120.19999766
20-lip-2023 17:17:34.727,21.383999639511103,120.19999766
20-lip-2023 17:17:35.727,18.719998817443866,121.99999762
20-lip-2023 17:17:36.727,15.803999100685132,121.99999762
20-lip-2023 17:17:37.727,13.247999889373773,121.99999762
20-lip-2023 17:17:38.726,12.05999933719636,121.99999762
20-lip-2023 17:17:39.728,9.683999949455256,121.99999762
20-lip-2023 17:17:40.728,6.73199983882904,121.99999762
20-lip-2023 17:17:41.728,6.443999691963199,121.99999762
20-lip-2023 17:17:42.728,5.688000003814693,121.99999762
20-lip-2023 17:17:43.728,4.103999839782716,121.99999762
20-lip-2023 17:17:44.729,2.4479999608993523,121.99999762
20-lip-2023 17:17:45.729,0.9720000128746022,121.99999762
20-lip-2023 17:17:46.728,0.0,121.99999762
20-lip-2023 17:17:47.729,0.0,121.99999762
20-lip-2023 17:17:48.730,0.0,123.79999757
20-lip-2023 17:17:49.730,0.0,123.79999757
20-lip-2023 17:17:50.730,0.0,123.79999757
20-lip-2023 17:17:51.730,0.0,123.79999757
20-lip-2023 17:17:52.732,0.0,123.79999757
20-lip-2023 17:17:53.731,0.0,123.79999757
20-lip-2023 17:17:54.731,0.7199999916553494,123.79999757
20-lip-2023 17:17:55.732,2.9879998607635514,123.79999757
20-lip-2023 17:17:56.731,6.084000044822687,123.79999757
20-lip-2023 17:17:57.732,11.123999396324166,123.79999757
20-lip-2023 17:17:58.732,15.659999241828928,123.79999757
20-lip-2023 17:17:59.732,19.439999828338614,123.79999757
20-lip-2023 17:18:00.732,23.79599985027312,123.79999757
20-lip-2023 17:18:01.733,27.827999331474302,123.79999757
20-lip-2023 17:18:02.732,30.167999612808217,123.79999757
20-lip-2023 17:18:03.733,30.348000294685335,125.59999752
20-lip-2023 17:18:04.733,31.139997801780737,125.59999752
20-lip-2023 17:18:05.734,33.40799815368655,125.59999752
20-lip-2023 17:18:06.733,35.89200001049039,125.59999752
20-lip-2023 17:18:07.734,39.38399744606022,125.59999752
20-lip-2023 17:18:08.733,40.75199782180789,125.59999752
20-lip-2023 17:18:09.734,41.72399944400786,125.59999752
20-lip-2023 17:18:10.733,42.479999561309796,125.59999752
20-lip-2023 17:18:11.733,43.37999953746794,125.59999752
20-lip-2023 17:18:12.733,43.41600036048885,125.59999752
20-lip-2023 17:18:13.733,43.343998714447025,125.59999752
20-lip-2023 17:18:14.733,43.19999885559082,125.59999752
20-lip-2023 17:18:15.734,42.58799859714509,127.39999747
20-lip-2023 17:18:16.733,42.623999420166,127.39999747
20-lip-2023 17:18:17.735,42.551997774124175,127.39999747
20-lip-2023 17:18:18.736,41.76000026702877,127.39999747
20-lip-2023 17:18:19.735,41.399998903274536,127.39999747
20-lip-2023 17:18:20.737,40.35599906826019,127.39999747
20-lip-2023 17:18:21.738,39.45599909210205,127.39999747
20-lip-2023 17:18:22.739,38.843998833656315,127.39999747
20-lip-2023 17:18:23.740,37.79999899864197,127.39999747
20-lip-2023 17:18:24.739,33.083997612953226,127.39999747
20-lip-2023 17:18:25.740,24.62399989700316,127.39999747
20-lip-2023 17:18:26.740,14.687999336242683,127.39999747
20-lip-2023 17:18:27.740,5.471999786376955,127.39999747
20-lip-2023 17:18:28.740,5.2200000333785965,129.19999743
20-lip-2023 17:18:29.739,14.759999265670785,129.19999743
20-lip-2023 17:18:30.739,21.815999216079717,129.19999743
20-lip-2023 17:18:31.740,28.187998978614814,129.19999743
20-lip-2023 17:18:32.740,33.69599787139896,129.19999743
20-lip-2023 17:18:33.740,35.999999046325684,129.19999743
20-lip-2023 17:18:34.740,37.00799805831912,129.19999743
20-lip-2023 17:18:35.742,38.4119992570877,129.19999743
20-lip-2023 17:18:36.741,39.49199991512296,129.19999743
20-lip-2023 17:18:37.741,39.419998269081134,129.19999743
20-lip-2023 17:18:38.741,39.56399812793734,129.19999743
20-lip-2023 17:18:39.742,39.70799798679354,129.19999743
20-lip-2023 17:18:40.743,39.67200059700008,129.19999743
20-lip-2023 17:18:41.744,39.419998269081134,130.99999738
20-lip-2023 17:18:42.744,39.27599841022493,130.99999738
20-lip-2023 17:18:43.744,38.843998833656315,130.99999738
20-lip-2023 17:18:44.744,39.02399951553343,130.99999738
20-lip-2023 17:18:45.744,39.419998269081134,130.99999738
20-lip-2023 17:18:46.745,40.031998527526866,130.99999738
20-lip-2023 17:18:47.745,40.46399810409548,130.99999738
20-lip-2023 17:18:48.744,40.28399742221836,130.99999738
20-lip-2023 17:18:49.746,39.59999895095825,130.99999738
20-lip-2023 17:18:50.747,40.35599906826019,130.99999738
20-lip-2023 17:18:51.748,41.11199918556213,130.99999738
20-lip-2023 17:18:52.747,41.76000026702877,130.99999738
20-lip-2023 17:18:53.748,42.69599763298038,132.79999733
20-lip-2023 17:18:54.748,43.70400007820126,132.79999733
20-lip-2023 17:18:55.749,44.56799923133849,132.79999733
20-lip-2023 17:18:56.749,45.504000030517545,132.79999733
20-lip-2023 17:18:57.751,46.51199904251098,132.79999733
20-lip-2023 17:18:58.751,47.735999559402444,132.79999733
20-lip-2023 17:18:59.751,47.80799777221682,132.79999733
20-lip-2023 17:19:00.750,48.88799843025208,132.79999733
20-lip-2023 17:19:01.750,50.075998124122634,132.79999733
20-lip-2023 17:19:02.750,51.155998782157894,132.79999733
20-lip-2023 17:19:03.750,52.01999793529512,132.79999733
20-lip-2023 17:19:04.752,51.98399711227421,132.79999733
20-lip-2023 17:19:05.751,51.443998499870304,132.79999733
20-lip-2023 17:19:06.752,51.372000287055926,132.79999733
20-lip-2023 17:19:07.752,50.79599741840366,132.79999733
20-lip-2023 17:19:08.751,49.895997442245516,132.79999733
20-lip-2023 17:19:09.751,49.211998970985405,132.79999733
20-lip-2023 17:19:10.752,47.051997654914885,132.79999733
20-lip-2023 17:19:11.752,46.51199904251098,132.79999733
20-lip-2023 17:19:12.754,46.187998501777656,134.59999728
20-lip-2023 17:19:13.753,45.64799988937375,134.59999728
20-lip-2023 17:19:14.754,45.395997561454806,134.59999728
20-lip-2023 17:19:15.754,45.287998525619514,134.59999728
20-lip-2023 17:19:16.755,45.395997561454806,134.59999728
20-lip-2023 17:19:17.755,45.61199906635284,134.59999728
20-lip-2023 17:19:18.755,45.75599892520904,134.59999728
20-lip-2023 17:19:19.756,46.079999465942365,134.59999728
20-lip-2023 17:19:20.756,46.22399932479857,134.59999728
20-lip-2023 17:19:21.756,46.6919997243881,134.59999728
20-lip-2023 17:19:22.756,47.0879984779358,134.59999728
20-lip-2023 17:19:23.755,47.051997654914885,134.59999728
20-lip-2023 17:19:24.756,46.872000406265215,134.59999728
20-lip-2023 17:19:25.756,46.40400000667569,134.59999728
20-lip-2023 17:19:26.757,45.89999878406525,134.59999728
20-lip-2023 17:19:27.757,45.395997561454806,134.59999728
20-lip-2023 17:19:28.757,44.74799991321561,134.59999728
20-lip-2023 17:19:29.758,43.88399732685093,134.59999728
20-lip-2023 17:19:30.758,43.27200050163265,134.59999728
20-lip-2023 17:19:31.758,42.767999279022206,134.59999728
20-lip-2023 17:19:32.758,42.58799859714509,134.59999728
20-lip-2023 17:19:33.759,42.767999279022206,134.59999728
20-lip-2023 17:19:34.760,42.91199913787841,134.59999728
20-lip-2023 17:19:35.759,43.055998996734616,134.59999728
20-lip-2023 17:19:36.761,42.98399735069279,134.59999728
20-lip-2023 17:19:37.761,42.69599763298038,134.59999728
20-lip-2023 17:19:38.761,42.04799998474118,134.59999728
20-lip-2023 17:19:39.762,41.291999867439245,134.59999728
20-lip-2023 17:19:40.763,40.53599975013731,136.39999723
20-lip-2023 17:19:41.762,39.96000031471249,136.39999723
20-lip-2023 17:19:42.764,39.49199991512296,136.39999723
20-lip-2023 17:19:43.763,37.33199859905244,136.39999723
20-lip-2023 17:19:44.764,34.88399756526951,136.39999723
20-lip-2023 17:19:45.764,32.004000388145414,136.39999723
20-lip-2023 17:19:46.766,29.375998672485366,136.39999723
20-lip-2023 17:19:47.766,25.5239998731613,136.39999723
20-lip-2023 17:19:48.766,23.580000061988812,136.39999723
20-lip-2023 17:19:49.767,21.05999909877778,136.39999723
20-lip-2023 17:19:50.767,17.531999123573314,136.39999723
20-lip-2023 17:19:51.766,13.283999854087824,136.39999723
20-lip-2023 17:19:52.766,8.207999679565432,136.39999723
20-lip-2023 17:19:53.767,6.15599997425079,136.39999723
20-lip-2023 17:19:54.767,4.571999810218813,136.39999723
20-lip-2023 17:19:55.766,2.663999963760375,136.39999723
20-lip-2023 17:19:56.767,1.0800000143051136,136.39999723
20-lip-2023 17:19:57.767,1.8719998817443866,136.39999723
20-lip-2023 17:19:58.768,1.727999915599824,136.39999723
20-lip-2023 17:19:59.767,0.7199999916553494,136.39999723
20-lip-2023 17:20:00.768,0.0,136.39999723
20-lip-2023 17:20:01.768,0.0,136.39999723
20-lip-2023 17:20:02.768,0.0,136.39999723
20-lip-2023 17:20:03.768,1.439999983310699,136.39999723
20-lip-2023 17:20:04.768,3.563999939918517,136.39999723
20-lip-2023 17:20:05.767,4.8599999570846535,136.39999723
20-lip-2023 17:20:06.769,6.120000009536739,136.39999723
20-lip-2023 17:20:07.769,6.9840000209808295,138.19999719
20-lip-2023 17:20:08.770,8.315999573707586,138.19999719
20-lip-2023 17:20:09.769,11.304000078201284,138.19999719
